ID_Actividad,ID_Usuario,Fecha_Actividad,Tipo_Evento,Duracion_Minutos,ID_Contenido
ACT-002462,USR-06088,2025-07-03,inicio de sesion,59.0,CONT-0371
ACT-002463,USR-02357,2024-09-12,Sesión de Entrenamiento Completada,68.0,CONT-0163
ACT-002464,USR-02652,2025-04-08,Sesión de Entrenamiento Completada,39.0,CONT-0078
ACT-002465,USR-07827,2025-01-26,Sesión de Entrenamiento Completada,86.0,CONT-0329
ACT-002466,USR-06827,2024-09-24,Sesión de Entrenamiento Completada,69.0,CONT-0084
ACT-002467,USR-00457,2025-04-13,Sesión de Entrenamiento Completada,8.0,CONT-0055
ACT-002468,USR-04420,2025-06-07,Sesión de Entrenamiento Completada,88.0,CONT-0251
ACT-002469,USR-03349,2025-02-17,Sesión de Entrenamiento Completada,38.0,CONT-0048
ACT-002470,USR-06535,2024-11-11,Sesión de Entrenamiento Completada,51.0,CONT-0351
ACT-002471,USR-00627,2025-03-14,inicio de sesion,8.0,CONT-0466
ACT-002472,USR-02625,2025-04-03,inicio de sesion,71.0,CONT-0380
ACT-002473,USR-06965,2025-07-22,Interacción con Contenido,60.0,CONT-0479
ACT-002474,USR-00136,2024-10-21,Interacción con Contenido,74.0,CONT-0275
ACT-002475,USR-06037,2025-03-17,inicio de sesion,48.0,CONT-0126
ACT-002476,USR-07488,2025-05-10,inicio de sesion,71.0,CONT-0179
ACT-002477,USR-07668,2025-09-12,inicio de sesion,78.0,CONT-0118
ACT-002478,USR-02356,2024-11-23,inicio de sesion,68.0,CONT-0397
ACT-002479,USR-05322,2024-11-29,Interacción con Contenido,33.0,CONT-0259
ACT-002480,USR-00934,2025-01-25,Interacción con Contenido,52.0,CONT-0328
ACT-002481,USR-00649,2025-07-03,inicio de sesion,14.0,CONT-0484
ACT-002482,USR-04085,2025-06-16,Sesión de Entrenamiento Completada,85.0,CONT-0463
ACT-002483,USR-06445,2025-08-29,inicio de sesion,29.0,CONT-0487
ACT-002484,USR-00670,2025-07-02,Sesión de Entrenamiento Completada,51.0,CONT-0310
ACT-002485,USR-01813,2024-12-20,inicio de sesion,28.0,CONT-0396
ACT-002486,USR-06132,2025-08-01,Sesión de Entrenamiento Completada,4.0,CONT-0193
ACT-002487,USR-03592,2025-04-12,inicio de sesion,,CONT-0320
ACT-002488,USR-07555,2025-01-31,Interacción con Contenido,38.0,CONT-0017
ACT-002489,USR-00355,2025-03-31,Interacción con Contenido,83.0,CONT-0023
ACT-002490,USR-00684,2025-03-20,Interacción con Contenido,28.0,CONT-0274
ACT-002491,USR-04000,2025-06-30,Sesión de Entrenamiento Completada,78.0,CONT-0187
ACT-002492,USR-02485,2025-06-24,Interacción con Contenido,26.0,CONT-0256
ACT-002493,USR-04491,2024-12-11,Sesión de Entrenamiento Completada,26.0,CONT-0133
ACT-002494,USR-05123,2024-10-20,inicio de sesion,32.0,CONT-0097
ACT-002495,USR-05163,2025-03-25,Sesión de Entrenamiento Completada,28.0,CONT-0125
ACT-002496,USR-00453,2024-09-30,inicio de sesion,50.0,CONT-0135
ACT-002497,USR-02188,2024-10-07,inicio de sesion,55.0,CONT-0222
ACT-002498,USR-06542,2025-08-31,Interacción con Contenido,29.0,CONT-0416
ACT-002499,USR-03588,2025-02-09,Interacción con Contenido,77.0,CONT-0363
ACT-002500,USR-04050,2024-12-18,Sesión de Entrenamiento Completada,46.0,CONT-0282
ACT-002501,USR-06094,2024-11-27,inicio de sesion,54.0,CONT-0474
ACT-002502,USR-01604,2025-04-16,Sesión de Entrenamiento Completada,30.0,CONT-0225
ACT-002503,USR-05770,2024-11-21,Interacción con Contenido,58.0,CONT-0216
ACT-002504,USR-07133,2025-04-23,inicio de sesion,12.0,CONT-0378
ACT-002505,USR-03851,2025-07-13,Sesión de Entrenamiento Completada,72.0,CONT-0167
ACT-002506,USR-02344,2025-06-16,Sesión de Entrenamiento Completada,46.0,CONT-0069
ACT-002507,USR-06794,2024-11-05,inicio de sesion,7.0,CONT-0162
ACT-002508,USR-06530,2024-11-22,Interacción con Contenido,81.0,CONT-0186
ACT-002509,USR-07941,2024-10-24,inicio de sesion,27.0,CONT-0492
ACT-002510,USR-03420,2024-10-24,Interacción con Contenido,72.0,CONT-0038
ACT-002511,USR-04019,2025-03-06,Interacción con Contenido,63.0,CONT-0378
ACT-002512,USR-06234,2024-11-30,inicio de sesion,42.0,CONT-0358
ACT-002513,USR-04617,2025-06-11,inicio de sesion,33.0,CONT-0108
ACT-002514,USR-03278,2025-09-04,Interacción con Contenido,46.0,CONT-0105
ACT-002515,USR-04514,2025-03-29,Sesión de Entrenamiento Completada,59.0,CONT-0100
ACT-002516,USR-03658,2025-05-08,Sesión de Entrenamiento Completada,79.0,CONT-0394
ACT-002517,USR-01279,2024-11-05,Sesión de Entrenamiento Completada,77.0,CONT-0241
ACT-002518,USR-02332,2025-08-03,Sesión de Entrenamiento Completada,48.0,CONT-0376
ACT-002519,USR-02329,2025-02-20,Interacción con Contenido,71.0,CONT-0020
ACT-002520,USR-02135,2025-03-22,Interacción con Contenido,66.0,CONT-0331
ACT-002521,USR-00838,2025-07-25,Sesión de Entrenamiento Completada,30.0,CONT-0423
ACT-002522,USR-04116,2024-10-23,Interacción con Contenido,83.0,CONT-0111
ACT-002523,USR-03477,2025-09-08,inicio de sesion,14.0,CONT-0327
ACT-002524,USR-04191,2025-07-18,Sesión de Entrenamiento Completada,25.0,CONT-0307
ACT-002525,USR-02440,2025-07-15,Sesión de Entrenamiento Completada,64.0,CONT-0345
ACT-002526,USR-03089,2025-04-26,Interacción con Contenido,71.0,CONT-0166
ACT-002527,USR-04410,2025-05-26,Sesión de Entrenamiento Completada,21.0,CONT-0177
ACT-002528,USR-07880,2025-01-10,Sesión de Entrenamiento Completada,44.0,CONT-0370
ACT-002529,USR-03472,2025-03-28,Sesión de Entrenamiento Completada,87.0,CONT-0497
ACT-002530,USR-07691,2025-07-19,Sesión de Entrenamiento Completada,10.0,CONT-0353
ACT-002531,USR-01815,2025-01-08,Interacción con Contenido,17.0,CONT-0159
ACT-002532,USR-06655,2025-02-28,Sesión de Entrenamiento Completada,8.0,CONT-0267
ACT-002533,USR-06502,2024-11-20,Sesión de Entrenamiento Completada,53.0,CONT-0082
ACT-002534,USR-03256,2025-07-23,inicio de sesion,48.0,CONT-0174
ACT-002535,USR-07821,2024-12-05,inicio de sesion,59.0,CONT-0401
ACT-002536,USR-01937,2025-07-09,Sesión de Entrenamiento Completada,62.0,CONT-0031
ACT-002537,USR-05078,2025-07-09,Sesión de Entrenamiento Completada,86.0,CONT-0482
ACT-002538,USR-07435,2025-04-04,Sesión de Entrenamiento Completada,76.0,CONT-0493
ACT-002539,USR-03299,2025-08-09,Sesión de Entrenamiento Completada,2.0,CONT-0367
ACT-002540,USR-05457,2025-05-19,inicio de sesion,46.0,CONT-0334
ACT-002541,USR-05080,2025-02-24,inicio de sesion,38.0,CONT-0395
ACT-002542,USR-06480,2024-09-19,Sesión de Entrenamiento Completada,50.0,CONT-0391
ACT-002543,USR-00751,2024-11-21,Sesión de Entrenamiento Completada,31.0,CONT-0474
ACT-002544,USR-03018,2025-02-04,Sesión de Entrenamiento Completada,3.0,CONT-0355
ACT-002545,USR-03473,2025-07-26,Interacción con Contenido,12.0,CONT-0175
ACT-002546,USR-04422,2025-02-14,Interacción con Contenido,82.0,CONT-0123
ACT-002547,USR-04668,2024-09-28,inicio de sesion,79.0,CONT-0333
ACT-002548,USR-01997,2025-05-25,inicio de sesion,38.0,CONT-0218
ACT-002549,USR-06366,2025-06-25,Interacción con Contenido,33.0,CONT-0289
ACT-002550,USR-04688,2024-09-23,Interacción con Contenido,23.0,CONT-0415
ACT-002551,USR-02916,2025-05-26,Interacción con Contenido,84.0,CONT-0236
ACT-002552,USR-02458,2025-01-18,Interacción con Contenido,45.0,CONT-0363
ACT-002553,USR-01642,2024-10-13,inicio de sesion,40.0,CONT-0272
ACT-002554,USR-01477,2024-09-20,Interacción con Contenido,14.0,CONT-0267
ACT-002555,USR-02122,2025-05-01,Sesión de Entrenamiento Completada,72.0,CONT-0139
ACT-002556,USR-07999,2025-05-04,Interacción con Contenido,72.0,CONT-0316
ACT-002557,USR-03998,2024-12-29,inicio de sesion,76.0,CONT-0145
ACT-002558,USR-06745,2025-05-27,Sesión de Entrenamiento Completada,54.0,CONT-0391
ACT-002559,USR-02287,2025-04-24,inicio de sesion,70.0,CONT-0221
ACT-002560,USR-03631,2025-05-10,inicio de sesion,61.0,CONT-0216
ACT-002561,USR-07352,2025-09-11,inicio de sesion,37.0,CONT-0171
ACT-002562,USR-01140,2024-12-30,Interacción con Contenido,74.0,CONT-0479
ACT-002563,USR-05295,2025-09-06,Interacción con Contenido,87.0,CONT-0138
ACT-002564,USR-00476,2024-12-26,inicio de sesion,33.0,CONT-0223
ACT-002565,USR-03566,2025-05-18,Interacción con Contenido,69.0,CONT-0406
ACT-002566,USR-06938,2025-05-08,inicio de sesion,63.0,CONT-0136
ACT-002567,USR-03266,2024-09-21,Interacción con Contenido,20.0,CONT-0092
ACT-002568,USR-00329,2025-04-03,Sesión de Entrenamiento Completada,61.0,CONT-0402
ACT-002569,USR-05966,2025-05-19,Interacción con Contenido,25.0,CONT-0418
ACT-002570,USR-02587,2025-08-09,Sesión de Entrenamiento Completada,17.0,CONT-0238
ACT-002571,USR-01583,2025-01-08,Interacción con Contenido,53.0,CONT-0213
ACT-002572,USR-04656,2025-01-11,Interacción con Contenido,32.0,
ACT-002573,USR-06661,2025-02-20,Interacción con Contenido,19.0,CONT-0268
ACT-002574,USR-04010,2025-01-16,Interacción con Contenido,76.0,CONT-0375
ACT-002575,USR-03846,2024-11-30,Sesión de Entrenamiento Completada,38.0,CONT-0462
ACT-002576,USR-04836,2025-06-18,Sesión de Entrenamiento Completada,49.0,CONT-0410
ACT-002577,USR-02196,2025-05-06,Sesión de Entrenamiento Completada,52.0,CONT-0272
ACT-002578,USR-03566,2024-12-23,Sesión de Entrenamiento Completada,25.0,
ACT-002579,USR-03634,2025-01-26,Interacción con Contenido,,CONT-0027
ACT-002580,USR-06707,2025-06-16,Sesión de Entrenamiento Completada,70.0,CONT-0313
ACT-002581,USR-06442,2025-09-01,inicio de sesion,8.0,CONT-0205
ACT-002582,USR-02695,2025-01-10,Interacción con Contenido,50.0,CONT-0388
ACT-002583,USR-00486,2025-05-08,Interacción con Contenido,39.0,CONT-0220
ACT-002584,USR-06049,2025-08-09,Interacción con Contenido,49.0,CONT-0192
ACT-002585,USR-03999,2025-02-10,inicio de sesion,2.0,CONT-0058
ACT-002586,USR-06752,2025-02-24,inicio de sesion,89.0,CONT-0249
ACT-002587,USR-00547,2025-03-11,Interacción con Contenido,23.0,CONT-0110
ACT-002588,USR-00531,2025-02-23,Interacción con Contenido,84.0,CONT-0479
ACT-002589,USR-05479,2025-06-11,Sesión de Entrenamiento Completada,26.0,CONT-0491
ACT-002590,USR-00849,2025-04-09,inicio de sesion,42.0,CONT-0068
ACT-002591,USR-05579,2025-08-01,inicio de sesion,59.0,CONT-0296
ACT-002592,USR-07887,2025-05-21,Sesión de Entrenamiento Completada,48.0,CONT-0121
ACT-002593,USR-01859,2025-01-26,inicio de sesion,36.0,CONT-0099
ACT-002594,USR-00984,2025-08-12,inicio de sesion,15.0,CONT-0203
ACT-002595,USR-03604,2024-12-17,Interacción con Contenido,73.0,CONT-0099
ACT-002596,USR-03505,2025-06-30,Sesión de Entrenamiento Completada,35.0,CONT-0124
ACT-002597,USR-01719,2025-08-30,Sesión de Entrenamiento Completada,83.0,CONT-0369
ACT-002598,USR-01073,2025-01-25,Interacción con Contenido,73.0,CONT-0271
ACT-002599,USR-02265,2025-07-09,inicio de sesion,59.0,CONT-0295
ACT-002600,USR-05101,2025-07-11,Sesión de Entrenamiento Completada,26.0,CONT-0250
ACT-002601,USR-05975,2024-09-25,inicio de sesion,63.0,CONT-0064
ACT-002602,USR-07214,2025-04-07,Sesión de Entrenamiento Completada,53.0,CONT-0217
ACT-002603,USR-00300,2025-02-11,Sesión de Entrenamiento Completada,85.0,CONT-0380
ACT-002604,USR-00637,2025-07-23,Sesión de Entrenamiento Completada,29.0,CONT-0393
ACT-002605,USR-03237,2025-07-30,Sesión de Entrenamiento Completada,80.0,CONT-0061
ACT-002606,USR-04253,2025-03-21,Sesión de Entrenamiento Completada,83.0,CONT-0234
ACT-002607,USR-05665,2024-10-14,Interacción con Contenido,72.0,CONT-0376
ACT-002608,USR-07990,2025-02-15,Interacción con Contenido,21.0,CONT-0017
ACT-002609,USR-05817,2025-01-23,Sesión de Entrenamiento Completada,39.0,CONT-0451
ACT-002610,USR-07385,2024-09-15,Interacción con Contenido,76.0,CONT-0350
ACT-002611,USR-06059,2024-11-22,Sesión de Entrenamiento Completada,17.0,CONT-0194
ACT-002612,USR-00748,2024-12-25,inicio de sesion,14.0,CONT-0138
ACT-002613,USR-00353,2024-12-25,Sesión de Entrenamiento Completada,60.0,CONT-0143
ACT-002614,USR-00960,2025-08-31,Interacción con Contenido,75.0,CONT-0378
ACT-002615,USR-07127,2025-01-23,Interacción con Contenido,3.0,
ACT-002616,USR-07414,2025-02-07,Sesión de Entrenamiento Completada,47.0,CONT-0145
ACT-002617,USR-06437,2025-08-19,inicio de sesion,78.0,CONT-0017
ACT-002618,USR-02375,2024-09-12,Interacción con Contenido,21.0,CONT-0312
ACT-002619,USR-01504,2025-09-10,Interacción con Contenido,52.0,CONT-0265
ACT-002620,USR-06410,2025-04-14,Sesión de Entrenamiento Completada,49.0,CONT-0314
ACT-002621,USR-05334,2024-09-20,Interacción con Contenido,86.0,CONT-0300
ACT-002622,USR-03880,2024-11-29,Interacción con Contenido,67.0,CONT-0057
ACT-002623,USR-02907,2025-02-24,inicio de sesion,82.0,CONT-0021
ACT-002624,USR-04106,2025-06-02,Interacción con Contenido,61.0,CONT-0197
ACT-002625,USR-04019,2025-08-02,inicio de sesion,23.0,CONT-0351
ACT-002626,USR-01421,2025-04-16,Interacción con Contenido,66.0,CONT-0129
ACT-002627,USR-04593,2025-01-03,inicio de sesion,86.0,CONT-0364
ACT-002628,USR-06591,2025-05-28,Interacción con Contenido,32.0,CONT-0130
ACT-002629,USR-04242,2024-09-17,Sesión de Entrenamiento Completada,38.0,CONT-0318
ACT-002630,USR-05711,2025-04-09,inicio de sesion,22.0,CONT-0010
ACT-002631,USR-05894,2024-09-17,inicio de sesion,52.0,CONT-0489
ACT-002632,USR-00197,2025-07-12,inicio de sesion,32.0,CONT-0451
ACT-002633,USR-05881,2024-10-07,Interacción con Contenido,78.0,CONT-0479
ACT-002634,USR-02900,2024-12-21,inicio de sesion,26.0,CONT-0291
ACT-002635,USR-00939,2024-10-27,inicio de sesion,61.0,CONT-0134
ACT-002636,USR-00126,2024-10-22,Sesión de Entrenamiento Completada,89.0,CONT-0047
ACT-002637,USR-06898,2025-02-16,Interacción con Contenido,71.0,CONT-0093
ACT-002638,USR-03608,2025-08-15,Sesión de Entrenamiento Completada,8.0,CONT-0122
ACT-002639,USR-00849,2024-09-13,inicio de sesion,15.0,CONT-0125
ACT-002640,USR-04264,2025-06-03,inicio de sesion,20.0,
ACT-002641,USR-06339,2025-04-10,Sesión de Entrenamiento Completada,47.0,CONT-0442
ACT-002642,USR-01783,2024-09-13,Sesión de Entrenamiento Completada,76.0,CONT-0452
ACT-002643,USR-06533,2024-11-27,Sesión de Entrenamiento Completada,76.0,CONT-0142
ACT-002644,USR-07361,2025-01-07,inicio de sesion,10.0,CONT-0274
ACT-002645,USR-02658,2025-08-27,Interacción con Contenido,76.0,CONT-0083
ACT-002646,USR-04793,2024-12-26,Sesión de Entrenamiento Completada,89.0,CONT-0315
ACT-002647,USR-04933,2025-08-06,Sesión de Entrenamiento Completada,72.0,CONT-0488
ACT-002648,USR-05482,2025-07-26,Sesión de Entrenamiento Completada,17.0,CONT-0002
ACT-002649,USR-04445,2025-08-21,Sesión de Entrenamiento Completada,48.0,CONT-0462
ACT-002650,USR-06053,2024-12-22,Sesión de Entrenamiento Completada,11.0,CONT-0378
ACT-002651,USR-04988,2025-06-15,inicio de sesion,40.0,CONT-0198
ACT-002652,USR-02204,2024-10-18,Interacción con Contenido,71.0,CONT-0021
ACT-002653,USR-02114,2025-07-30,inicio de sesion,37.0,CONT-0144
ACT-002654,USR-03983,2024-10-28,Sesión de Entrenamiento Completada,27.0,CONT-0137
ACT-002655,USR-00041,2025-07-18,Interacción con Contenido,89.0,CONT-0254
ACT-002656,USR-06452,2025-04-10,Sesión de Entrenamiento Completada,89.0,CONT-0190
ACT-002657,USR-03872,2025-04-05,Sesión de Entrenamiento Completada,26.0,CONT-0284
ACT-002658,USR-07506,2025-06-19,Sesión de Entrenamiento Completada,29.0,CONT-0431
ACT-002659,USR-03308,2024-11-28,inicio de sesion,20.0,CONT-0189
ACT-002660,USR-00327,2025-02-19,Interacción con Contenido,10.0,CONT-0147
ACT-002661,USR-07902,2025-04-22,inicio de sesion,9.0,CONT-0001
ACT-002662,USR-00119,2025-07-21,Interacción con Contenido,37.0,CONT-0046
ACT-002663,USR-01979,2025-05-20,inicio de sesion,86.0,CONT-0225
ACT-002664,USR-07480,2025-05-28,Interacción con Contenido,37.0,CONT-0421
ACT-002665,USR-00072,2024-09-16,inicio de sesion,55.0,CONT-0299
ACT-002666,USR-07920,2024-11-15,inicio de sesion,36.0,CONT-0450
ACT-002667,USR-06104,2025-05-06,Sesión de Entrenamiento Completada,69.0,CONT-0103
ACT-002668,USR-01292,2025-01-05,Interacción con Contenido,28.0,CONT-0482
ACT-002669,USR-00192,2025-05-08,Interacción con Contenido,58.0,CONT-0402
ACT-002670,USR-00625,2024-11-23,inicio de sesion,63.0,CONT-0400
ACT-002671,USR-06160,2025-04-13,Sesión de Entrenamiento Completada,67.0,CONT-0221
ACT-002672,USR-01872,2025-02-12,Sesión de Entrenamiento Completada,45.0,CONT-0170
ACT-002673,USR-06221,2025-05-28,inicio de sesion,8.0,CONT-0087
ACT-002674,USR-05844,2025-05-17,Interacción con Contenido,59.0,CONT-0354
ACT-002675,USR-04265,2025-04-29,Sesión de Entrenamiento Completada,10.0,CONT-0073
ACT-002676,USR-00880,2025-07-30,inicio de sesion,38.0,CONT-0038
ACT-002677,USR-04814,2025-01-06,Sesión de Entrenamiento Completada,66.0,CONT-0239
ACT-002678,USR-03348,2025-07-29,Sesión de Entrenamiento Completada,5.0,CONT-0327
ACT-002679,USR-00532,2024-11-17,Sesión de Entrenamiento Completada,79.0,CONT-0052
ACT-002680,USR-06222,2025-07-14,inicio de sesion,71.0,CONT-0492
ACT-002681,USR-03140,2025-08-24,Sesión de Entrenamiento Completada,42.0,CONT-0129
ACT-002682,USR-05235,2024-10-19,Interacción con Contenido,36.0,
ACT-002683,USR-04421,2024-10-05,inicio de sesion,46.0,CONT-0222
ACT-002684,USR-02027,2025-09-10,Interacción con Contenido,,CONT-0115
ACT-002685,USR-04093,2025-05-14,Sesión de Entrenamiento Completada,13.0,CONT-0022
ACT-002686,USR-03465,2024-11-22,Interacción con Contenido,62.0,CONT-0240
ACT-002687,USR-07181,2024-09-19,Interacción con Contenido,61.0,CONT-0230
ACT-002688,USR-03214,2024-11-15,Sesión de Entrenamiento Completada,21.0,CONT-0240
ACT-002689,USR-07677,2024-12-04,Interacción con Contenido,3.0,CONT-0312
ACT-002690,USR-00907,2024-11-25,Interacción con Contenido,53.0,CONT-0219
ACT-002691,USR-00188,2025-05-05,Sesión de Entrenamiento Completada,14.0,CONT-0055
ACT-002692,USR-00489,2024-11-24,Interacción con Contenido,51.0,CONT-0281
ACT-002693,USR-04208,2024-11-23,Interacción con Contenido,77.0,CONT-0349
ACT-002694,USR-00277,2024-09-13,Interacción con Contenido,60.0,CONT-0462
ACT-002695,USR-06557,2025-08-04,inicio de sesion,53.0,CONT-0111
ACT-002696,USR-02497,2025-03-09,Sesión de Entrenamiento Completada,86.0,CONT-0190
ACT-002697,USR-03599,2025-01-15,Interacción con Contenido,47.0,CONT-0001
ACT-002698,USR-01880,2024-10-16,inicio de sesion,,CONT-0222
ACT-002699,USR-06947,2024-11-13,Interacción con Contenido,88.0,CONT-0014
ACT-002700,USR-05371,2025-02-11,Interacción con Contenido,12.0,CONT-0225
ACT-002701,USR-00140,2024-12-04,inicio de sesion,75.0,CONT-0210
ACT-002702,USR-03633,2024-09-17,inicio de sesion,7.0,CONT-0054
ACT-002703,USR-07060,2025-08-09,Sesión de Entrenamiento Completada,53.0,CONT-0364
ACT-002704,USR-04303,2025-04-14,Interacción con Contenido,40.0,CONT-0158
ACT-002705,USR-03561,2025-05-05,inicio de sesion,79.0,CONT-0115
ACT-002706,USR-05566,2025-04-26,Interacción con Contenido,38.0,CONT-0074
ACT-002707,USR-01668,2024-12-05,inicio de sesion,61.0,CONT-0164
ACT-002708,USR-02616,2025-08-06,Interacción con Contenido,27.0,CONT-0360
ACT-002709,USR-00433,2025-04-24,Interacción con Contenido,16.0,CONT-0404
ACT-002710,USR-05187,2025-05-10,inicio de sesion,8.0,CONT-0033
ACT-002711,USR-04262,2025-09-01,Sesión de Entrenamiento Completada,85.0,CONT-0420
ACT-002712,USR-00404,2025-05-04,Sesión de Entrenamiento Completada,14.0,CONT-0109
ACT-002713,USR-00181,2024-10-18,Interacción con Contenido,73.0,CONT-0174
ACT-002714,USR-01553,2025-03-09,inicio de sesion,17.0,CONT-0022
ACT-002715,USR-07471,2024-09-22,Interacción con Contenido,63.0,CONT-0125
ACT-002716,USR-02668,2025-09-02,inicio de sesion,88.0,CONT-0408
ACT-002717,USR-00824,2024-10-06,inicio de sesion,73.0,CONT-0177
ACT-002718,USR-07309,2024-11-13,Interacción con Contenido,7.0,CONT-0486
ACT-002719,USR-01358,2025-07-25,Sesión de Entrenamiento Completada,,CONT-0431
ACT-002720,USR-06052,2025-01-29,inicio de sesion,16.0,CONT-0361
ACT-002721,USR-07823,2025-07-20,inicio de sesion,26.0,CONT-0362
ACT-002722,USR-00625,2025-04-15,inicio de sesion,7.0,CONT-0145
ACT-002723,USR-01694,2025-02-27,inicio de sesion,68.0,CONT-0397
ACT-002724,USR-00391,2025-07-28,inicio de sesion,22.0,CONT-0500
ACT-002725,USR-07324,2025-02-21,inicio de sesion,10.0,CONT-0323
ACT-002726,USR-04704,2024-09-12,Interacción con Contenido,23.0,CONT-0174
ACT-002727,USR-01327,2024-12-14,Interacción con Contenido,67.0,CONT-0307
ACT-002728,USR-04290,2025-06-03,inicio de sesion,,CONT-0274
ACT-002729,USR-07509,2025-03-16,inicio de sesion,69.0,CONT-0384
ACT-002730,USR-07828,2025-06-13,Interacción con Contenido,9.0,CONT-0149
ACT-002731,USR-01547,2024-10-26,Interacción con Contenido,52.0,CONT-0195
ACT-002732,USR-02953,2025-05-12,inicio de sesion,28.0,CONT-0345
ACT-002733,USR-06492,2025-09-03,inicio de sesion,53.0,CONT-0280
ACT-002734,USR-04246,2025-05-05,inicio de sesion,38.0,CONT-0104
ACT-002735,USR-03243,2025-05-18,Sesión de Entrenamiento Completada,15.0,CONT-0345
ACT-002736,USR-06224,2025-07-22,inicio de sesion,3.0,CONT-0315
ACT-002737,USR-05412,2024-10-27,inicio de sesion,32.0,CONT-0083
ACT-002738,USR-03316,2024-11-14,Interacción con Contenido,24.0,CONT-0318
ACT-002739,USR-02306,2025-02-18,Sesión de Entrenamiento Completada,25.0,CONT-0324
ACT-002740,USR-06814,2024-11-05,Sesión de Entrenamiento Completada,34.0,CONT-0360
ACT-002741,USR-04524,2025-08-25,Sesión de Entrenamiento Completada,68.0,CONT-0018
ACT-002742,USR-02006,2025-08-05,Sesión de Entrenamiento Completada,13.0,CONT-0325
ACT-002743,USR-03864,2025-02-04,Interacción con Contenido,63.0,CONT-0488
ACT-002744,USR-03122,2025-02-10,inicio de sesion,87.0,CONT-0335
ACT-002745,USR-05998,2024-12-08,inicio de sesion,12.0,CONT-0274
ACT-002746,USR-05504,2025-04-29,Sesión de Entrenamiento Completada,70.0,CONT-0402
ACT-002747,USR-05762,2024-09-12,Interacción con Contenido,69.0,CONT-0481
ACT-002748,USR-03558,2025-05-29,inicio de sesion,18.0,CONT-0043
ACT-002749,USR-03780,2025-07-26,inicio de sesion,24.0,CONT-0349
ACT-002750,USR-07979,2025-02-04,Sesión de Entrenamiento Completada,59.0,CONT-0429
ACT-002751,USR-03664,2025-04-01,Sesión de Entrenamiento Completada,53.0,CONT-0151
ACT-002752,USR-07080,2024-12-15,inicio de sesion,11.0,CONT-0066
ACT-002753,USR-06461,2025-03-22,inicio de sesion,26.0,CONT-0422
ACT-002754,USR-05651,2025-05-25,Interacción con Contenido,31.0,CONT-0173
ACT-002755,USR-06468,2024-09-30,Sesión de Entrenamiento Completada,,CONT-0185
ACT-002756,USR-02252,2025-07-30,Sesión de Entrenamiento Completada,78.0,CONT-0043
ACT-002757,USR-05656,2025-06-30,inicio de sesion,17.0,CONT-0102
ACT-002758,USR-01470,2025-03-13,inicio de sesion,50.0,CONT-0074
ACT-002759,USR-04311,2024-12-11,inicio de sesion,83.0,CONT-0334
ACT-002760,USR-06598,2024-09-28,inicio de sesion,11.0,CONT-0455
ACT-002761,USR-00940,2025-02-13,Interacción con Contenido,10.0,CONT-0031
ACT-002762,USR-01951,2025-08-12,Sesión de Entrenamiento Completada,71.0,CONT-0361
ACT-002763,USR-07310,2025-06-01,Sesión de Entrenamiento Completada,61.0,CONT-0094
ACT-002764,USR-01094,2025-05-26,Interacción con Contenido,2.0,CONT-0023
ACT-002765,USR-01515,2025-01-17,Interacción con Contenido,9.0,CONT-0283
ACT-002766,USR-01150,2025-03-11,Interacción con Contenido,19.0,CONT-0270
ACT-002767,USR-04991,2025-05-12,inicio de sesion,24.0,CONT-0382
ACT-002768,USR-00708,2025-01-22,Interacción con Contenido,8.0,CONT-0327
ACT-002769,USR-00340,2024-12-26,Interacción con Contenido,41.0,CONT-0453
ACT-002770,USR-05135,2024-09-28,Interacción con Contenido,14.0,CONT-0323
ACT-002771,USR-00326,2025-04-04,Sesión de Entrenamiento Completada,77.0,CONT-0333
ACT-002772,USR-06201,2025-08-28,Sesión de Entrenamiento Completada,64.0,CONT-0455
ACT-002773,USR-05914,2025-04-04,Sesión de Entrenamiento Completada,16.0,CONT-0465
ACT-002774,USR-01151,2024-11-22,Sesión de Entrenamiento Completada,65.0,CONT-0212
ACT-002775,USR-02028,2024-11-24,Interacción con Contenido,87.0,CONT-0195
ACT-002776,USR-06674,2024-12-29,Interacción con Contenido,68.0,CONT-0097
ACT-002777,USR-01227,2025-01-25,Interacción con Contenido,66.0,CONT-0274
ACT-002778,USR-03620,2024-10-31,inicio de sesion,21.0,CONT-0282
ACT-002779,USR-06141,2025-08-25,Sesión de Entrenamiento Completada,52.0,CONT-0125
ACT-002780,USR-03336,2024-12-16,inicio de sesion,40.0,CONT-0145
ACT-002781,USR-02791,2025-03-04,inicio de sesion,66.0,CONT-0159
ACT-002782,USR-07834,2024-11-02,inicio de sesion,20.0,CONT-0240
ACT-002783,USR-04286,2025-04-06,Interacción con Contenido,53.0,CONT-0159
ACT-002784,USR-03525,2025-03-14,inicio de sesion,21.0,CONT-0019
ACT-002785,USR-03703,2024-11-02,Sesión de Entrenamiento Completada,,CONT-0177
ACT-002786,USR-05518,2025-06-07,Interacción con Contenido,19.0,CONT-0094
ACT-002787,USR-00807,2025-07-28,Sesión de Entrenamiento Completada,2.0,CONT-0157
ACT-002788,USR-04047,2024-09-27,Sesión de Entrenamiento Completada,62.0,CONT-0078
ACT-002789,USR-05692,2025-03-17,Sesión de Entrenamiento Completada,8.0,CONT-0348
ACT-002790,USR-03736,2025-07-23,Sesión de Entrenamiento Completada,19.0,CONT-0399
